,Nº do projecto,Nome,Tema,Link,Resolução,Instrumento,Palavras Chave,Género/Categoria,Categorias,Concelho,Distrito/Ilha,Região,Data,Ano,Realizador,Som,Produção,Apoio,Assistência,Pesquisa,Historia (textos que acompanham vídeos),Outras Informações,Contactos,Biografias
v,1384,Romão Moita Mariano,História do velho de trapos,https://vimeo.com/475813973,1920 x 1080,Voz,"estória, tradição oral",Histórias de Vida,História,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1384,Romão Moita Mariano,Danças do Vida Alegre,https://vimeo.com/475806961,1920 x 1080,Voz,,Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Armando Torrão,Câmara Municipal de Serpa,,Armando Torrão,,,,
v,1385,Grupo Coral A do Pinto,Abre-te ó campa sagrada,https://vimeo.com/244325928,1280 x 720,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Serpa,,Sofia Matias,,,,
v,1385,Grupo Coral A do Pinto,Rosa Amarela,https://vimeo.com/155952025,1280 x 720,Voz,"cante, polifonia",Não categorizado,Música narrativa,Serpa,Beja,Baixo Alentejo,4 de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Sofia Matias,Câmara Municipal de Serpa,,Sofia Matias,,,,
v,1386,Paisagem Sonora,Procissão,https://vimeo.com/155980570,1920 x 1080,"Voz, tuba, trompete, clarinete, flauta transversal, bombo","ritual, religioso",Religião,"Paisagem Sonora
Religião",Madalena,Pico,Açores,Março de 2011,2011,Tiago Pereira,Sara Morais,,"Direcção Regional da Cultura dos Açores, Fundação INATEL",,,,,,
v,1387,António Teixeira,Toca acordeão,https://vimeo.com/155987533,1920 x 1080,Acordeão,,Não categorizado,Música instrumental,Santa Cruz,Madeira,Madeira,29 de Abril de 2011,2011,Tiago Pereira,Sara Morais,,"DRAC, Fundação INATEL",,,"Da madeira, o António com um espectacular barrete de Vilão, ou orelhas.",,,
v,1388,Tino de Rans acompanhado por Carlos Batista,"Toma Toma, dá dá",https://vimeo.com/156179363,1920 x 1080,"Voz, viola viola campaniça",,Não categorizado,Música narrativa,Penafiel,Porto,Douro,21de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Ceci de F,,,Ceci de F,,,,
v,1388,Tino de Rans acompanhado por Carlos Batista,Pão Pão,https://vimeo.com/156838239,1920 x 1080,"Voz, viola viola campaniça",,Não categorizado,Música narrativa,Penafiel,Porto,Douro,21de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Ceci de F,,,Ceci de F,,,,
v,1389,Leontina Pereira e Carlos Batista,Saia Velhinha,https://vimeo.com/156230434,1920 x 1080,"Voz, viola viola campaniça","tradicional, vira",Não categorizado,Música narrativa,Penafiel,Porto,Douro,21de Fevereiro de 2016,2016,Tiago Pereira e Cláudia Faro Santos,Tiago Pereira e Cláudia Faro Santos,Ceci de F,,,Ceci de F,,,,
v,1390,Sebastião Claudio,Toca harmónica,https://vimeo.com/288235599,1920 x 1080,Harmónica,,Não categorizado,Música narrativa,Azambuja,Lisboa,Ribatejo,20 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1390,Sebastião Claudio,Fala sobre como começou a tocar acordeão,https://vimeo.com/288229009,1920 x 1080,Acordeão,entrevista,Histórias de Vida,História de vida,Azambuja,Lisboa,Ribatejo,20 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1390,Sebastião Claudio,"Fala como aprendeu a tocar harmónica, sobre os bailes onde tocava e canta o paspalhão",https://vimeo.com/288214601,1920 x 1080,Acordeão,"valsa, tradicional",Histórias de Vida,História de vida,Azambuja,Lisboa,Ribatejo,20 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1391,João Mota,Toca Cana Rachada,https://vimeo.com/156416495,1920 x 1080,Cana rachada,percussão,Não categorizado,Música instrumental,Azambuja,Lisboa,Ribatejo,20 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1392,Isabel Machado,Ganhão,https://vimeo.com/156437349,1920 x 1080,Voz,cante,Não categorizado,Música narrativa,Moura,Beja,Baixo Alentejo,24 de Junho de 2014,2014,Tiago Pereira,Telma Morna,ADC Moura,ADC Moura,,Filipe Sousa,"Dia de feriado municipal. A manhã conserva ainda a frescura da noite chuvosa. Está uma luz bíblica. Há nuvens bem recortadas e outras que se diluem na aguada do azul do céu. Para acabar de compor o cenário, só falta a geometria e a escala ímpares dos Quartéis. O enquadramento é perfeito para o trabalho do Tiago e da Rosa.
A Joaquina Moreira é a mais velha das “Brisas” e a primeira a aparecer. No entanto, precisará de uma boa meia hora para ver todo o grupo reunido e trajado a preceito. Chega então o momento solene em que todas ocupam os seus lugares, diante da objectiva e dos microfones, à espera do sinal do Tiago para começarem a cantar. Testes de som feitos pela Telma, e as Brisas do Guadiana arrancam em grande estilo para quatro modas entoadas com a maior alma do mundo.
A Isabel Machado fechará com chave de ouro, cantando, a solo, a moda do Ganhão. Quem disse que o cante é só para os homens?

Filipe Sousa",,,Proejcto Gravado no âmbito do projecto Moura a Gostar da Sua Música e dos seus músicos
v,1393,Adozinda Xavier,Chamar as cabras,https://vimeo.com/156441183,1920 x 1080,Voz,"pastora, trabalho",Não categorizado,Música de trabalho,Idanha-a-Nova,Castelo Branco,Beira Baixa,2 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,Câmara Muncipal de Idanha-a-Nova,,,,,,
v,1394,Noémia Maio,Oração a Santa Bárbara,https://vimeo.com/156441496,1920 x 1080,Voz,oração,Religião,Religião,Idanha-a-Nova,Castelo Branco,Beira Baixa,2 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,Câmara Muncipal de Idanha-a-Nova,,,,,,
v,1395,Benvinda Abrantes e Joaquim Félix,Vários versos,https://vimeo.com/443970009,1920 x 1080,Voz,"Poesia Popular, poeta",Poeta,Poeta,Moura,Beja,Baixo Alentejo,25 de Junho de 2014,2014,Tiago Pereira,Telma Morna,ADC Moura,ADC Moura,,Filipe Sousa,,,,Proejcto Gravado no âmbito do projecto Moura a Gostar da Sua Música e dos seus músicos
v,1395,Benvinda Abrantes e Joaquim Félix,Beijo dos namorados,https://vimeo.com/156445182,1920 x 1080,Voz,"Poesia Popular, poeta",Poeta,Poeta,Moura,Beja,Baixo Alentejo,25 de Junho de 2014,2014,Tiago Pereira,Telma Morna,ADC Moura,ADC Moura,,Filipe Sousa,,,,Proejcto Gravado no âmbito do projecto Moura a Gostar da Sua Música e dos seus músicos
v,1396,Vitor Rosa,Pôr do Sol,https://vimeo.com/156558565,1920 x 1080,Ocarina,,Não categorizado,Música instrumental,Azambuja,Lisboa,Ribatejo,a 22 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1397,Coro Masculino e Coro Feminino da Casa do Povo da Amareleja,Amareleja bela tem lindos olhos,https://vimeo.com/156563805,1920 x 1080,Voz,"tradicional, cante, polifonia, coral",Não categorizado,Música narrativa,Moura,Beja,Baixo Alentejo,26 de Junho de 2014,2014,Tiago Pereira,Telma Morna,ADC Moura,ADC Moura,,Filipe Sousa,,,,
v,1398,Adufeiras de Monsanto com Rui Silva,Eras tão bonita,https://vimeo.com/156582523,1920 x 1080,"Voz, adufe","tradicional, adufeiras, percussão",Não categorizado,Música narrativa,Idanha-a-Nova,Castelo Branco,Beira Baixa,2 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Sofia Matias,Câmara Muncipal de Idanha-a-Nova,,,,,,
v,1399,Grupo Coral Feminino da ADASA,Há no Alentejo,https://vimeo.com/156575373,1920 x 1080,Voz,"tradicional, cante, polifonia, coral",Não categorizado,Música narrativa,Moura,Beja,Baixo Alentejo,26 de Junho de 2014,2014,Tiago Pereira,Telma Morna,ADC Moura,ADC Moura,,Filipe Sousa,,,,
v,1400,Artur Faísca,Toca banjo,https://vimeo.com/156588446,1920 x 1080,Banjo,,Não categorizado,Música instrumental,Loulé,Faro,Algarve,2 de Novembro de 2015,2015,Tiago Pereira e Claúdia Faro Santos,Tiago Pereira e Claúdia Faro Santos,Margarida Correia,Câmara Municipal de Loulé,,Margarida Correia,,,,
v,1401,Sónia Oliveira & João Moreira,I Get Along Without You Very Well,https://vimeo.com/156858466,1280 x 720,"Voz, saxofone",Jazz,Não categorizado,Música instrumental,Lisboa,Lisboa,Estremadura,26 de Fevereiro de 2016,2016,Tiago Pereira,Tiago Pereira,Tiago Pereira,Voz do Operário,,Tiago Pereira,,,,"Sónia Oliveira nasceu a 17 de Fevereiro de 1985 em Sintra.
Começou a estudar música aos 9 anos e iniciou os estudos vocais aos 12.
Enquanto isso envolve-se em vários projectos musicais, começando a ganhar experiência como performer.
Cerca dos 15 anos o contacto com contextos musicais mais diversos, bem como o inicio do estudo do jazz, foram essenciais na aprendizagem da teoria musical e do treino auditivo, na descoberta da improvisação e no desenvolvimento da criatividade.
O primeiro álbum, “Sónia Oliveira”, surgiu em 2006, com composições originais em colaboração com o produtor Vítor Salgueiral.
Foi com temas deste primeiro disco que integrou a banda sonora da série “Morangos com Açúcar”.
“Páginas” foi o segundo álbum de originais, editado em 2011, onde é continuado o trabalho no registo pop/rock.
Concluiu em 2014 as licenciaturas em Música pela Escola Superior de Música de Lisboa e em Jazz e Música Moderna pela Universidade Lusíada de Lisboa, onde o contacto com professores como Joana Machado, Maria João Grancha, Gonçalo Marques, Afonso Pais, Bruno Santos e Paulo Lourenço, entre outros, se demonstrou determinante no seu crescimento musical.
Numa fase em que novos projectos e colaborações se constroem, a próxima música a surgir será agora numa nova linha estilística, que tende a descartar à partida preconceitos ou categorizações."
v,1402,Hermínio Carneiro e Vitor Rosa,Fado Corrido,https://vimeo.com/156864368,1280 x 720,Harmónio,,Não categorizado,Música instrumental,Azambuja,Lisboa,Estremadura,22 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1403,Domingos Machado,Conta uma história sobre a Viola Amarantina,https://vimeo.com/157014769,1280 x 720,Voz,"construtor, história, amarantina",Artesanato,Artesanato,Braga,Braga,Minho,31 de Agosto de 2014,2014,Tiago Pereira,Sofia Matias,Sofia Matias,Câmara Municipal de Caminha,,,,,,
v,1403,Domingos Machado,Domingos Machado toca um bocadinho em 3 afinações,https://vimeo.com/160863246,1280 x 720,"Voz, cavaquinho","construtor, afinação, cavaquinho",Artesanato,Artesanato,Braga,Braga,Minho,31 de Agosto de 2014,2014,Tiago Pereira,Sofia Matias,Sofia Matias,Câmara Municipal de Caminha,,,,,,
v,1404,Alexandre Eira,Vira,https://vimeo.com/297916796,1920 x 1080,Concertina,dança,Dança,Dança,Arcos de Valdevez,Viana do Castelo,Minho,10 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Fernando Cerqueira Barros,Câmara Municipal de Arcos de Valdevez,,Fernando Cerqueira Barros,,,,"Alexandre da Eira foi, durante muitos anos, o principal mestre das concertinas do Alto-Minho interior. Era ao som da sua concertina Ferreirinha que os melhores dançadores gostavam de dançar a Cana Verde, nas longas noites do largo do Urca no São Bartolomeu de Ponte da Barca, na Peneda, no São Bento do Cando e em tantas romarias tradicionais nas quais era presença assídua. - Fernando Cerqueira Barros"
v,1404,Alexandre Eira,Vira,https://vimeo.com/297916353,1920 x 1080,Concertina,dança,Dança,Dança,Arcos de Valdevez,Viana do Castelo,Minho,10 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Fernando Cerqueira Barros,Câmara Municipal de Arcos de Valdevez,,Fernando Cerqueira Barros,,,,"Alexandre da Eira foi, durante muitos anos, o principal mestre das concertinas do Alto-Minho interior. Era ao som da sua concertina Ferreirinha que os melhores dançadores gostavam de dançar a Cana Verde, nas longas noites do largo do Urca no São Bartolomeu de Ponte da Barca, na Peneda, no São Bento do Cando e em tantas romarias tradicionais nas quais era presença assídua. - Fernando Cerqueira Barros"
v,1404,Alexandre Eira,Vira,https://vimeo.com/297917116,1920 x 1080,Concertina,dança,Dança,Dança,Arcos de Valdevez,Viana do Castelo,Minho,10 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Fernando Cerqueira Barros,Câmara Municipal de Arcos de Valdevez,,Fernando Cerqueira Barros,,,,"Alexandre da Eira foi, durante muitos anos, o principal mestre das concertinas do Alto-Minho interior. Era ao som da sua concertina Ferreirinha que os melhores dançadores gostavam de dançar a Cana Verde, nas longas noites do largo do Urca no São Bartolomeu de Ponte da Barca, na Peneda, no São Bento do Cando e em tantas romarias tradicionais nas quais era presença assídua. - Fernando Cerqueira Barros"
v,1404,Alexandre Eira,Cana Verde,https://vimeo.com/157017028,1920 x 1080,Concertina,dança,Dança,Dança,Arcos de Valdevez,Viana do Castelo,Minho,10 de Novembro de 2014,2014,Tiago Pereira,Telma Morna,Fernando Cerqueira Barros,Câmara Municipal de Arcos de Valdevez,,Fernando Cerqueira Barros,"O Fernando Cerqueira Barros levou-me a ele, num dia chuvoso lembro-me. 
Entretanto o Alexandre já morreu, há pouco tempo, fica a memória.",,,"Alexandre da Eira foi, durante muitos anos, o principal mestre das concertinas do Alto-Minho interior. Era ao som da sua concertina Ferreirinha que os melhores dançadores gostavam de dançar a Cana Verde, nas longas noites do largo do Urca no São Bartolomeu de Ponte da Barca, na Peneda, no São Bento do Cando e em tantas romarias tradicionais nas quais era presença assídua. - Fernando Cerqueira Barros"
v,1405,Neide,No alto da Serra de Arga,https://vimeo.com/157018009,1280 x 720,Voz,"tradicional, cantadeira",Não categorizado,Música narrativa,Caminha,Caminha,Minho,23 de Janeiro de 2015,2015,Tiago Pereira,Telma Morna,Francisco Caldas,Câmara Municipal de Caminha,,Francisco Caldas,,,,
v,1406,Lurdes Pires,O velho a velha,https://vimeo.com/157022198,1280 x 720,Voz,"tradicional, cantadeira",Não categorizado,Música narrativa,Caminha,Caminha,Minho,23 de Janeiro de 2015,2015,Tiago Pereira,Telma Morna,Francisco Caldas,Câmara Municipal de Caminha,,Francisco Caldas,,,,
v,1407,Grupo de Concertinas do Centro Cultural de Nabais,Desgarrada,https://vimeo.com/157048696,1280 x 720,"Voz, reco-reco, concertina, pandeireta","desquique, desgarrada",Não categorizado,Música secular/festiva/comunidade,Gouveia,Guarda,Beira Alta,7 de Dezembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,Câmara Municipal de Gouveia,,Sandra Silvestre,,,,
v,1408,DPAGDP | Maria do Rosário Pinheiro,Mandos de Fado Mandado,https://vimeo.com/1017676641,1280 x 720,"Voz, acordeão","dança, mandador",Não categorizado,Dança,Gouveia,Guarda,Beira Alta,8 de dezembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,,,,,,,
v,1408,Maria do Rosário Pinheiro,Bendito,https://vimeo.com/157050221,1920 x 1080,Voz,religioso,Religião,Religião,Gouveia,Guarda,Beira Alta,7 de Dezembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,Câmara Municipal de Gouveia,,Sandra Silvestre,,,,
v,1409,Manuel José Santos,Explica como se toca a cana: Rosinha e Pastorinha,https://vimeo.com/157062010,1280 x 720,"Voz, cana",construtor,Artesanato,Artesanato,Gouveia,Guarda,Beira Alta,7 de Dezembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,Câmara Municipal de Gouveia,,Sandra Silvestre,,,,
v,1410,Aida Mocho,Santa Eufémia,https://vimeo.com/157064790,1280 x 720,Voz,"cantadeira, tradicional",Não categorizado,Música sacro-profana,Gouveia,Guarda,Beira Alta,15 de Setembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,Câmara Municipal de Gouveia,,Sandra Silvestre,,,,
v,1411,"Maria Rosário Pinheiro, Alzira Almeida, Laurinda Ferreira",Nós vimos dali de baixo,https://vimeo.com/157159102,1280 x 720,Voz,"janeiras, tradicional",Não categorizado,Música sacro-profana,Gouveia,Guarda,Beira Alta,7 de Dezembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,Câmara Municipal de Gouveia,,Sandra Silvestre,,,,
v,1412,Fernando Pereira,Toca Harmónio,https://vimeo.com/157163355,1280 x 720,Harmónio,tradicional,Dança,Música instrumental,Penalva do Castelo,Viseu,Beira Alta,7 de Julho de 2014,2014,Tiago Pereira,Manuel Bento,Nuno Correia,Cadeira Amarela,,Nuno Correia,,,,
v,1413,Grupo Informal de Paços da Serra,Cantiga dos Oficios,https://vimeo.com/157163692,1280 x 720,Voz,"tradicional, popular",Não categorizado,Música de trabalho,Gouveia,Guarda,Beira Alta,7 de Dezembro de 2014,2014,Tiago Pereira,Telma Morna,Sandra Silvestre,Câmara Municipal de Gouveia,,Sandra Silvestre,,,,
v,1414,Francisco de Melo,Toca Harmónica,https://vimeo.com/157451288,1280 x 720,Harmónica,,Não categorizado,Música instrumental,Moimenta da Beira,Viseu,Beira Alta,10 de Julho de 2014,2014,Tiago Pereira,Telma Morna,Colectivo Melhoramentos,,,Colectivo Melhoramentos,,,,
v,1415,Herculano Sacramento,Sou português estrangeiro,https://vimeo.com/157454815,1280 x 720,Voz,fado,Não categorizado,Música narrativa,Moimenta da Beira,Viseu,Beira Alta,10 de Julho de 2014,2014,Tiago Pereira,Telma Morna,Colectivo Melhoramentos,,,Colectivo Melhoramentos,,,,
v,1416,Francisco Lemos,"Voltei, voltei",https://vimeo.com/157462538,1280 x 720,Bandolim,popular,Não categorizado,Música narrativa,Penalva do Castelo,Viseu,Beira Alta,7 de Julho de 2014,2014,Tiago Pereira,Manuel Bento,Nuno Correia,Cadeira Amarela,,,,,,
v,1417,Herculano Sacramento e Osmarina de Sá,Tenho à minha janela,https://vimeo.com/157465829,1280 x 720,Voz,"cantiga, tradicional",Não categorizado,Música narrativa,Moimenta da Beira,Viseu,Beira Alta,10 de Julho de 2014,2014,Tiago Pereira,Telma Morna,Colectivo Melhoramentos,,,Colectivo Melhoramentos,,,,
v,1418,Adriano Vieira,Fado de Eugénia Lima,https://vimeo.com/157597614,1920 x 1080,Acordeão,fado,Não categorizado,Música narrativa,Azambuja,Lisboa,Estremadura,20 de Outubro de 2014,2014,Tiago Pereira,Telma Morna,Miguel Ouro,Junta de Freguesia da Azambuja,,Miguel Ouro,,,,
v,1419,Maria da Conceição,Sem título #63,https://vimeo.com/157601167,1280 x 720,Voz,"poema, poeta popular",Poeta,Poeta,Loulé,Faro,Algarve,31 de Outubro de 2015,2015,Tiago Pereira e Claudia Faro Santos,Tiago Pereira e Claudia Faro Santos,Márcio Rodrigues,Câmara Municipal de Loulé,,Márcio Rodrigues,,,,
v,1420,Lucinda Colácia,Afastar os Milhafres,https://vimeo.com/225820224,1920 x 1080,Voz,"crença, responso, superstição",Religião,Religião,São Pedro do Sul,Viseu,Beira Alta,21 de Dezembro de 2014,2014,Tiago Pereira,Telma Morna,Helena Duarte,,,,,,,
